id,lon,lat
1637092476,24.0662478,49.8510359
1655591556,24.0207542,49.7585951
2383324395,24.1961703,49.9624336
7906188802,23.9150584,49.8762274
10079374677,24.0254278,49.785277699999995
2321287386,24.2696844,49.9096945
8117353976,23.9205634,49.6993884
1886760076,23.809448,49.9847514
7291383824,24.0789635,49.9704523
2398147492,23.846176,49.8310749
4163631407,23.9273241,49.8513818
8957535768,24.3169491,50.087257199999996
384961374,24.016700699999998,49.834597
4317543384,24.014765,49.576369
5827453308,23.765949,49.743070499999995
2030960966,23.8991015,49.7116852
1857818953,23.762265799999998,49.754395099999996
2570793192,24.1429235,49.8493862
1812300641,24.0930988,49.8923912
2506502289,24.3963464,49.804874399999996
8574638688,23.884268,49.579718799999995
10553247062,24.101595399999997,49.6888947
983703017,24.0300157,49.859651199999995
1801887770,23.6439889,49.8095217
6439280735,24.2544684,49.9113506
9782352269,23.776806999999998,49.8423199
2082274316,23.857801199999997,49.7782973
4312280095,23.9451343,50.0239179
2737924833,24.2899748,49.8396756
1815328087,23.6980193,50.1099009
4054345174,23.985321499999998,49.805141299999995
2294337178,23.7622152,49.600271199999995
8050324718,24.053886499999997,50.079837399999995
1637091850,24.0696188,49.8417214
10138211574,24.3848324,50.141566399999995
10542913328,24.4264241,49.6598447
2542356719,23.9494845,49.695068799999994
7514855144,23.955376299999998,49.8318304
7984830599,23.8496722,49.959553299999996
2314387880,24.029320499999997,49.717315799999994
1827553050,23.7682081,49.873420599999996
1640780685,23.997899099999998,49.819193
8957536151,24.360982699999997,50.0777003
1979174042,23.932618299999998,49.8220931
4368548522,23.8145506,49.948240999999996
1844349871,23.748118599999998,49.7728599
1799760392,24.2321083,50.1238092
9828740717,23.824820199999998,49.9404949
6518995703,24.3277562,49.9065831
2306054368,23.6687515,49.6313913
1802616542,23.7790182,49.7327545
6370831671,23.824423799999998,49.803659599999996
5173754290,24.1838429,49.713567499999996
6439734457,24.2866677,49.8295934
1651807087,23.6828708,50.034917899999996
2847077640,23.888926899999998,49.9730223
3792743658,23.6327946,49.9259158
5349834850,23.9572939,49.90163
2506852588,24.4475457,49.935409199999995
2344327767,24.074702199999997,49.9785044
7291433115,24.149286,49.940273499999996
8557155166,24.464364099999997,49.9012709
8558460557,24.3324663,50.1211248
3404133536,24.2303335,49.8301856
9802095538,24.2292968,49.6545826
993845615,24.0267077,49.8506456
4266851459,24.112547,49.8494896
5357387336,24.0314253,49.7467036
3754110170,23.7855796,49.927482
3824643636,23.902505299999998,49.667106999999994
1638973950,23.959555299999998,49.8267819
4719276631,23.9541495,49.857450899999996
10554954411,23.6887765,49.7952593
6450769155,24.2478722,49.7265946
7304570060,23.921729,49.8404907
341105322,24.005567799999998,49.8296437
8551578151,23.866935899999998,49.634731699999996
1812301570,24.219704999999998,49.9184446
1640780690,23.9971724,49.8201275
3863388026,24.0004004,50.0131662
8574638964,23.8841057,49.584505899999996
10037844788,24.1940958,49.6767597
1656004510,23.5594337,49.9414611
3469619751,23.9917339,49.7827272
7952818995,23.9635109,49.8663275
5054690597,24.3346132,49.8311567
267371566,24.0292683,49.8381958
9312364572,23.6374151,49.5628472
4839864136,24.126038299999998,49.691856099999995
2382574853,23.878613599999998,49.868378899999996
6144470247,23.6200257,49.868200599999994
374457761,23.9977292,49.842990199999996
8071933445,24.341749,49.813205499999995
9403147466,24.0444247,49.711210799999996
1728998852,23.9983465,49.836009999999995
4248466361,24.0539025,49.9176364
4744680167,24.1441049,49.777299899999996
1765932765,24.0266372,49.7864174
2851092113,23.7627971,49.900824
4892566153,23.8862255,50.0548698
7707026700,23.8799161,49.8142892
9825869303,23.6738687,49.976909799999994
1812301770,24.0439968,49.9348615
4615836777,23.7350753,49.9199333
8869770255,23.8433924,49.8952156
1941414615,23.8766642,49.862469499999996
3876024354,23.6827486,49.6337088
10557696412,23.699422199999997,49.7903099
2305952254,23.5632198,49.594331
7297498446,23.5711187,50.079141199999995
30508710,24.0109082,49.8397438
4560240871,23.9035624,49.8188047
